budget,revenue,runtime,vote_average,vote_count,release_date,popularity,id
0,0,85,6.2,15,1/17/2005,0.709745,24055
0,0,100,6.7,36,12/16/2005,12.61454,14597
500000,0,109,6.1,8,3/1/2005,0.3671,40769
40000000,38755073,102,4,355,9/1/2006,9.423256,9708
5800000,7000000,95,4.2,10,9/1/2006,0.906143,14351
900000,381420,96,6.1,73,9/12/2005,4.997751,9813
0,0,83,6.3,9,5/12/2006,1.821956,27453
0,0,137,6.4,8,2/23/1982,1.049948,39382
0,0,126,6.6,57,12/20/1984,5.135373,271
0,5839164,101,5.2,13,2/25/1988,1.385902,35327
0,0,105,5,11,2/19/1999,1.371217,49940
0,0,88,6.5,17,10/28/1994,1.103116,22471
6500000,22889018,124,7.1,155,6/23/2006,6.752524,1116
0,88,88,5.8,16,11/9/1948,1.033927,29966
0,0,101,6.6,23,7/6/1957,2.69067,43231
0,0,140,6.7,29,2/10/2005,5.824746,41508
0,0,98,5.7,21,6/25/1958,2.759182,61564
0,0,124,5.4,8,11/30/1932,1.166429,50070
0,0,89,7.4,21,1/1/1955,1.054443,37628
0,0,83,6.6,15,7/1/1975,3.751877,55343
0,0,96,6.4,169,5/19/2006,9.632547,5072
0,0,85,7.1,30,5/16/2005,3.333665,2566
0,16803753,126,6.1,101,8/31/2006,7.464981,1249
20000000,37597471,97,5.2,295,9/8/2006,12.72212,9954
1600000,0,106,6.1,17,1/14/1939,9.067078,43829
0,0,90,0,0,3/3/2013,0.025665,171771
20000000,0,115,5.9,125,9/10/2006,9.996541,7511
0,0,90,6,7,1/1/2005,1.129631,32687
9000000,0,103,5.5,29,9/1/2005,10.184628,14057
2000000,622806,96,6.3,43,9/8/2006,3.319349,13075
0,0,94,6,15,6/11/1998,0.870092,24916
30000000,495303,84,6.3,681,9/1/2006,12.130803,7512
0,0,87,6.6,119,9/15/2006,4.886956,1776
10,0,89,6.7,49,5/12/2005,2.717261,1963
0,0,125,3,2,8/21/1935,0.456739,58905
35000000,0,114,6.9,110,10/14/2005,5.524817,10846
1800000,0,89,6.8,24,7/18/1968,1.916337,32969
35000000,15304890,96,6.8,852,9/6/2006,11.577121,1381
0,0,93,7.7,193,3/9/1994,7.985398,15097
0,0,128,6.3,16,4/30/1997,2.499591,34068
0,0,135,5.6,14,5/5/1939,1.378422,43837
0,0,86,5.9,23,12/4/1969,1.852328,15374
0,0,81,6.4,26,9/8/1972,1.811747,15242
0,0,112,7,1,6/9/1998,0.053375,125759
6000000,9524340,105,6.8,253,2/11/2006,10.603991,300
0,0,104,6.8,9,9/21/1940,1.461503,31148
1549000,7096000,107,6.3,46,5/12/2005,4.331811,16411
4000000,0,88,5.3,16,1/17/1998,2.045542,44046
0,0,105,6.4,18,11/11/1940,5.72178,52859
0,0,135,7.2,6,7/1/1955,0.294175,76117
50000000,49111202,121,5.7,292,9/15/2006,6.506572,9676
0,0,91,5.6,63,9/25/2006,3.601261,6948
0,16627188,88,5.9,55,9/15/2006,5.787334,15213
30000000,41480851,125,6.6,210,9/15/2006,5.025475,9766
0,0,107,7.6,65,5/19/1989,5.694032,32761
0,0,92,6.8,22,1/29/2004,0.692062,12249
0,0,98,5.2,11,1/1/1945,2.395994,34127
0,0,100,7.4,17,12/16/1994,1.218279,390
0,0,118,6.8,4,1/1/1983,0.225313,66487
0,0,123,5.4,14,9/10/2004,1.824186,1595
0,793604,130,6.9,27,5/11/2005,2.753316,1622
0,0,91,6.3,61,8/23/2006,5.141933,15742
0,0,0,0,0,1/1/2003,0.296731,161277
0,0,161,6.5,12,5/22/2004,0.507051,43410
0,0,60,5.9,11,11/17/1966,1.075191,5726
0,0,93,7,81,10/27/2006,3.800868,1666
76000,6000000,70,5.5,16,10/15/1968,1.310245,5721
0,0,197,6.4,14,5/28/2005,5.234659,41758
0,0,92,6.9,6,2/1/1929,0.807057,51079
0,0,97,6.2,11,8/17/1933,3.491337,43122
40000000,120175290,139,7.3,1252,12/7/2006,7.735233,1579
0,0,124,5,1,9/15/1993,0.055173,119907
5000000,0,168,5.2,13,12/20/1957,2.607994,65488
60000000,17800000,140,6.3,274,9/22/2006,5.460942,9664
11000000,72778712,95,6.4,306,9/22/2006,7.915368,12094
55000000,9450897,125,5.7,95,9/10/2006,7.991168,1717
450000,973525,84,6.2,38,6/7/2006,2.333661,15624
0,0,73,6.1,126,12/12/1994,8.98856,15997
0,0,112,5,1,5/14/1918,0.041727,47190
0,203781,124,6.8,12,2/6/1986,1.899468,2753
18000000,261572744,82,6.5,1617,11/1/2006,8.278336,496
0,0,75,8,6,1/1/2006,0.303529,40862
19000000,83258226,118,7.6,3122,5/27/2006,26.817754,1417
0,0,111,3.8,12,3/28/1956,2.050561,24751
70000000,55011732,139,6.8,394,9/28/2006,10.031817,4643
85000000,197309027,83,6.1,676,9/29/2006,11.744242,7484
20000000,17807569,100,5.6,112,9/29/2006,10.725567,9842
0,0,120,4,6,1/1/2005,0.589159,36249
0,0,85,8,5,10/18/1938,2.115376,111642
0,0,127,7.4,43,11/12/2004,2.742702,27275
90000000,289847354,151,7.9,4455,10/5/2006,18.515448,1422
16000000,0,91,5.9,412,10/6/2006,10.516112,10781
12000000,38368909,103,5.4,156,10/6/2006,8.596352,9794
40000000,23937870,93,5.1,219,7/21/2006,8.778999,9978
0,0,98,3.9,4,6/13/1951,2.739096,30025
0,0,125,6.3,18,9/24/2004,1.749024,14812
0,0,89,5.8,4,8/23/1935,0.977254,164687
1900000,0,127,6.7,38,4/24/2005,2.266307,8332
0,0,76,6.1,15,4/9/1940,0.662919,3593
12000000,6754898,116,5.8,80,10/27/2006,4.926507,7510
0,0,70,4.9,9,3/2/1945,1.61966,28115
0,0,98,7.1,40,6/30/1947,3.119264,28297
0,0,95,5.7,21,1/21/2005,10.146313,16548
20000000,39143839,102,5.3,288,10/13/2006,6.768804,1975
20000000,41237648,115,5.8,129,10/9/2006,7.018483,9895
20000000,22165608,92,5,165,10/13/2006,6.679168,8975
13000000,1151330,110,6.4,60,11/16/2006,5.169999,9672
20000000,13391174,123,6.1,12,10/13/2006,3.660528,15005
1000000,0,97,4.7,3,1/1/2006,0.110813,39183
0,0,155,7.1,24,12/7/1976,2.693281,42236
0,0,116,4.5,4,9/19/1940,0.482353,52360
0,0,121,9,4,3/25/1993,0.149622,98498
0,0,93,4.8,5,11/7/1934,0.472296,46774
6000000,0,105,6.4,34,2/10/2006,11.552537,86
0,0,97,7,13,2/17/2006,0.652781,78479
0,658573,95,6.1,162,10/14/2005,7.888988,10070
2500,0,93,6.7,27,5/26/2006,1.52896,13209
26000000,14821658,136,6.9,243,10/6/2006,7.311148,1440
0,201275,101,7.5,57,6/24/2006,2.583226,13364
0,0,149,6.4,6,8/26/1938,1.632643,43847
11,11,145,6.5,30,4/26/1978,3.566996,28932
100000,10178331,111,6.6,64,9/29/2006,7.485908,18925
0,0,104,4.6,5,11/30/1934,0.521533,77198
6000000,48027970,121,7.4,568,9/1/2006,9.424157,1523
0,0,99,6.5,17,9/15/2006,1.337104,14201
2000000,5179037,101,6.3,141,5/20/2006,11.547748,1378
0,0,89,4.9,8,10/8/2003,2.963648,49481
76000000,69959751,109,7.4,2120,9/22/2006,14.114606,9693
40000000,109676311,130,8,4510,10/19/2006,16.94556,1124
90000000,65900249,132,6.7,532,10/18/2006,9.224494,3683
15000000,21000000,95,6.1,52,10/20/2006,3.94159,14012
0,0,87,5.7,13,10/20/2006,5.381609,43673
0,0,99,6.8,6,9/30/1995,0.634599,4285
9500000,24000000,139,6.8,65,9/19/2005,9.586723,14097
0,0,110,5.9,17,9/8/2006,0.939785,59500
0,0,145,7.4,15,3/22/1928,1.350301,78507
0,516139,104,6.8,98,9/29/2006,7.34846,8194
0,0,108,6.4,45,3/12/2005,6.754744,5890
0,767311,93,6.9,66,9/1/2005,2.38476,6077
10000000,163876815,108,6.1,1104,10/27/2006,14.938035,214
0,4291965,101,6.4,26,10/27/2006,3.451518,1123
2000000,167000,97,5.7,18,10/27/2006,4.028906,21173
0,0,96,6.4,21,10/17/2001,1.917878,50573
0,0,109,6,6,8/31/1951,0.420539,36922
0,0,92,6.4,13,9/25/2002,1.5371,43071
0,0,108,7.2,19,2/22/1952,8.253802,59087
0,0,95,4.6,255,10/10/2006,5.776666,14620
1200000,2736000,115,6.8,18,10/20/1936,5.39865,43884
0,0,150,6.8,18,9/4/2000,0.622742,80427
0,0,118,6.7,18,11/17/2005,2.365427,21156
149000000,64459316,85,6,909,10/22/2006,9.922577,11619
50000000,132180323,147,7.1,1198,9/13/2006,10.297304,1427
4800000,0,105,5.9,29,5/4/1966,4.953729,23030
12000000,84500122,98,5,241,11/1/2006,6.829528,13767
0,0,85,5.8,27,8/5/2005,6.038144,19109
0,0,126,6.4,26,5/5/1955,2.16539,33218
0,0,86,7.6,5,9/28/2001,0.254635,144541
0,0,124,7.3,14,9/1/2005,2.271382,24553
0,0,76,6.3,46,1/1/1993,5.114861,21057
0,0,117,10,1,8/27/1971,0.035284,68736
0,0,90,3.5,4,8/9/1938,0.724273,67880
0,0,125,4.8,8,12/25/1940,0.911053,35561
0,0,131,8,16,9/27/1963,0.865544,60567
0,0,95,5.8,16,5/20/1959,1.441529,4928
0,0,88,4.4,18,7/24/1992,3.291757,27295
0,0,105,6.8,3,8/5/2005,0.708481,55831
0,0,80,3.2,13,12/1/2006,2.515565,12486
0,0,48,7.3,11,12/17/1977,1.359057,20785
35000000,42064105,118,6.5,360,9/9/2006,7.82187,9726
0,0,93,6.5,12,10/27/2006,1.831001,2152
0,0,86,6.5,24,1/1/2004,1.43638,36215
1500000,0,116,6.7,24,8/20/1948,1.061486,61650
15000000,11992014,85,5.1,61,11/10/2006,9.338989,10093
12000000,5542025,86,5.9,44,11/22/2006,12.142183,14799
0,0,83,6.6,9,1/1/2005,1.389875,29044
0,0,110,6.4,10,1/1/2004,1.757911,13542
0,19791,93,6.6,17,11/7/2005,2.048857,21710
0,0,115,7.5,39,3/8/2006,10.81576,8588
150000000,599045960,144,7.3,3930,11/14/2006,23.065078,36557
100000000,384335608,108,5.9,1457,11/16/2006,15.088318,9836
4000000,4630045,84,5.5,70,11/17/2006,3.856827,9809
75000000,180557550,126,6.6,1519,11/22/2006,14.922904,7551
0,0,120,6.4,120,9/5/2006,9.614816,10741
0,47231070,93,5.1,109,11/22/2006,5.162761,9969
0,580527,81,6.6,50,9/11/2006,3.898236,2357
85000000,194168700,136,6.7,1259,12/8/2006,14.043416,1581
0,0,82,4.8,8,10/31/1941,1.64311,21600
0,0,143,6.6,14,1/1/2004,0.827289,57977
12000000,1381665,112,7.3,51,2/9/2006,11.556057,313
2000000,5967038,120,6.3,198,9/11/2005,7.659357,7873
0,0,85,6.5,34,12/1/2006,2.216329,14823
250000,0,88,4.4,18,5/13/2003,6.677536,27387
0,0,116,5.9,101,5/16/2006,5.397239,8324
0,0,100,6.6,17,12/23/1938,2.760745,29415
0,0,193,7.5,25,9/18/1974,1.412839,27019
0,0,66,6,3,11/29/1930,0.336991,85505
0,0,78,5.8,10,12/24/1932,1.530243,42822
150,0,12,7.1,116,12/1/1903,4.248169,5698
0,0,45,7.8,34,2/8/1965,4.728698,36265
22000000,13405595,93,6.5,419,11/22/2006,7.98193,2179
0,0,103,5.4,6,11/14/1960,0.264959,39219
0,0,86,4.7,6,5/19/1939,0.287051,47156
0,0,99,7.2,342,4/5/2006,6.926251,15152
0,0,90,5.2,53,3/13/2005,10.382533,14457
0,0,83,6.1,13,1/1/1948,3.115951,76211
0,0,98,6.6,13,4/22/1976,1.095995,38450
0,0,237,8.4,45,7/27/1991,3.248978,15804
0,0,72,4.4,5,9/17/2004,1.01593,14978
35000000,0,101,6.4,36,12/1/2006,4.68645,2447
0,6086508,97,5.1,162,12/1/2006,5.985236,10032
10000000,0,93,5.3,197,12/1/2006,11.951258,9796
100000000,170877916,143,7.4,2344,12/7/2006,12.477872,1372
0,0,71,6.3,24,5/11/1936,2.076008,22440
0,0,112,5.3,10,6/1/1975,1.028259,39554
0,0,106,5.7,13,4/10/1965,5.632803,17604
0,0,92,7.1,37,4/27/2006,3.233724,15077
26000000,0,90,5.5,68,12/8/2006,5.437197,18147
0,0,90,6,1,12/8/2006,0.708427,54910
85000000,144000000,97,5.8,300,12/15/2006,10.254314,9986
100000000,249288105,104,4.9,990,12/14/2006,9.851133,2486
24000000,155721132,102,6.5,858,12/20/2006,11.697604,1246
0,0,90,8.1,4,1/1/2005,0.765523,43970
16800000,2281089,122,5.8,73,8/30/2006,5.108321,18615
0,0,80,6.9,14,4/20/1924,1.153412,40574
0,0,124,7,36,5/16/1955,2.744345,13210
0,0,83,4.4,12,1/1/2004,2.702334,25060
500000,745327,92,5.2,48,4/28/2006,5.978211,12795
0,0,118,6.3,85,5/11/2005,9.161849,11653
0,0,91,6.3,6,6/30/2005,1.143836,16066
0,0,80,7.3,10,9/1/1931,0.933263,95797
0,0,79,6.3,14,6/25/1932,0.656431,77966
0,0,130,6.2,10,8/26/1983,2.388788,55819
0,0,111,5.6,14,1/31/1986,1.828322,46948
12,0,143,4.6,7,3/17/1973,0.907629,97519
0,0,103,6.8,24,3/15/1956,1.210668,43791
0,0,112,6.5,8,12/23/1961,0.911178,82944
19400000,0,125,7.1,319,12/9/2006,11.370183,14202
65000000,43545364,124,6.7,189,12/12/2006,5.401746,11170
0,0,91,6.9,108,11/20/2004,6.74453,12924
0,0,103,8,36,10/21/1982,8.302414,30060
85000000,59908565,167,6.3,342,12/11/2006,11.057536,1247
70000000,154937680,134,6.6,292,12/25/2006,7.739633,1125
0,0,85,6.7,32,8/9/2006,2.051237,8436
5000,0,100,6.3,16,6/1/2006,0.651714,14277
0,0,96,7.5,18,9/10/2005,0.934533,11214
0,0,112,6.9,50,1/1/1971,5.619235,33583
21000000,41170784,123,7.6,368,1/5/2007,13.585233,1646
2000000,0,255,7,10,8/16/2006,0.525385,58923
0,0,130,7.4,8,5/4/2005,0.988415,47143
0,0,90,6.7,12,10/7/1969,1.3981,7736
0,849055,180,7.1,249,9/6/2006,6.610774,1730
45000,0,86,8,15,12/17/1976,1.070492,42241
0,0,93,6.3,25,8/29/1986,2.88364,20537
0,0,110,6.9,5,2/8/2004,0.516347,12812
4000000,13401952,109,6.6,66,10/2/2006,3.403583,8618
15000000,49469904,92,6.9,239,12/25/2006,8.593087,1259
70000,0,87,5.3,28,2/28/1973,1.796065,20842
15000000,0,95,5.1,52,9/25/1999,7.965505,10908
0,0,69,6,10,1/16/1941,0.671336,34943
0,0,96,6.7,14,6/4/1997,2.419374,27067
21000000,480314,87,5,207,9/7/2006,5.756379,9053
110,0,114,6.6,206,12/21/2006,6.238036,1494
0,0,90,6.9,68,5/26/2006,3.422864,13318
0,0,92,4.9,16,12/18/1994,1.618751,10462
32000000,5914908,108,5.9,87,12/8/2006,5.290831,182
0,0,110,6.1,12,10/21/2005,6.185658,31048
19000000,68673228,141,7.2,553,12/19/2006,11.649588,1251
0,0,104,6,4,4/29/1943,0.346945,43512
9000000,21510851,84,4.8,119,12/25/2006,7.888302,9656
47000000,38085778,75,4.6,108,9/14/2006,13.139893,5393
12000000,0,106,5.5,48,12/15/2006,4.068478,14171
20000000,10337477,84,4.7,78,1/5/2007,11.107148,14396
13000000,75511123,114,6.1,90,5/16/2007,5.607508,1931
30000000,35078241,92,6.3,143,12/3/2006,8.599342,13967
86000000,107944236,94,6,663,12/13/2006,11.621534,9992
0,0,118,5.8,22,11/13/1999,1.320887,16371
900000,0,76,6.4,55,3/8/2006,7.528482,19344
0,0,97,5.3,507,12/7/2006,8.152676,8275
0,0,103,6.4,5,9/6/2004,0.469667,79767
0,0,124,7.5,74,3/8/1967,3.454623,2433
0,0,110,7.2,45,5/17/1974,2.988528,2204
0,0,123,4.7,10,8/10/1951,2.162008,42567
300000,0,73,6.3,36,1/1/2006,2.196695,26518
0,0,131,6.2,37,9/14/2006,2.591175,14449
0,0,95,6.5,48,9/2/2006,3.740068,13771
0,0,95,3,1,1/14/2006,0.885042,33375
0,0,126,6.1,14,8/12/2005,1.909852,10810
0,0,73,5.4,7,8/4/1932,0.649011,1773
0,0,115,7.2,34,6/5/1953,4.454569,11578
0,0,107,7.6,45,3/28/1952,2.865776,11972
0,0,115,5.8,9,3/2/2006,1.274388,38025
0,0,102,4.9,14,5/14/2005,2.337139,27095
0,0,112,5.7,19,9/13/2006,2.725556,31325
0,10597734,93,4.7,45,1/12/2007,2.454709,4283
0,15309302,122,6.6,463,1/27/2006,7.655603,7457
10000000,25399945,84,5.6,253,1/19/2007,7.160967,8398
0,0,85,6.4,66,11/7/2006,4.028773,13551
0,0,80,7.8,15,2/18/1960,2.952714,36878
6000000,0,86,4.9,54,1/1/2005,5.499612,19166
0,0,109,7.6,8,7/6/1946,1.39158,43470
0,0,124,7.2,102,2/24/2006,5.099115,3549
0,14742,97,7.1,61,6/30/2006,3.376611,25648
0,0,162,8.4,5,9/4/2005,0.460854,11225
0,0,18,6.8,33,6/8/1963,2.317554,6166
0,0,90,4.3,6,4/22/2005,1.38669,19629
0,0,99,5.2,16,8/3/2005,1.756489,12183
0,0,80,5.4,20,5/21/1986,2.230313,56705
0,0,114,7.3,34,7/23/2005,2.186388,27337
0,0,125,6.4,5,6/10/1939,0.657739,78318
0,0,170,7.3,16,2/20/2004,1.249402,37952
0,0,74,7.3,54,12/30/1966,4.892157,46919
60000000,137587063,96,7,1146,2/16/2007,8.460206,1265
0,0,86,5.3,22,9/15/2006,1.521008,14137
0,0,80,4,12,10/1/2004,2.783147,15689
100000,362222,83,6.5,27,11/14/1978,2.777856,27432
0,0,55,6.7,27,1/20/1932,1.547374,36877
0,0,96,5.6,17,9/22/2006,0.908052,14891
0,0,100,6.3,12,5/12/2005,1.606225,12547
0,0,88,7.1,117,8/26/1977,4.321776,25623
0,7778177,99,6.1,18,8/17/2006,1.489294,13140
0,238073,180,6.9,12,9/15/2005,0.769595,13365
2000000,22179430,108,6.6,132,5/25/2007,11.276024,10758
0,0,90,5.5,58,3/26/2006,4.457291,26594
0,0,108,6.4,31,9/9/2005,8.557727,22473
0,0,39,7.5,21,5/5/1964,1.046864,51863
0,0,52,7.5,20,1/1/1970,0.001021,50754
0,0,72,6.8,9,5/21/1947,0.719233,74126
0,0,107,6.3,38,8/13/2004,2.004405,16138
25000000,16158487,111,5.8,109,10/20/2006,5.953413,13668
17000000,57103895,109,6.4,541,12/9/2006,7.906434,7516
0,0,98,5.5,92,1/26/2007,5.415846,10075
20000000,86865564,86,3.2,334,1/25/2007,5.549609,9760
16000000,1109660,90,5.6,216,2/2/2007,9.629399,9966
0,69485490,102,5.8,194,2/2/2007,14.764607,1257
50000000,82169884,121,6,666,2/6/2007,2.159558,1248
60000000,95673607,101,5,434,2/8/2007,7.667874,9757
0,0,73,4.7,3,1/1/1966,0.53403,56165
0,0,95,7.3,10,10/1/1966,1.486509,90560
3000000,0,95,6.8,58,9/21/2006,4.066106,5206
0,163000,118,7.5,56,4/26/2006,2.941626,14761
0,0,108,6,88,4/30/2006,5.694413,1252
150000000,623722818,111,7.5,4510,6/22/2007,20.50803,2062
0,0,87,5.9,35,5/1/2006,5.070446,11650
0,0,128,6.1,25,8/21/2004,2.482068,12580
0,0,87,7.3,27,3/3/1961,3.325461,40641
0,0,74,6.9,12,2/2/1971,0.766972,23544
13000000,4857367,120,6.7,213,5/16/2006,6.980486,2266
13000000,11130889,104,6.2,124,10/15/2006,6.862146,5172
0,0,124,6.8,12,10/7/2005,1.495971,15962
0,0,93,5.5,55,12/28/2004,3.055036,9965
0,0,93,6.8,72,11/18/2005,8.416631,13127
0,0,105,6.8,6,10/24/1962,0.242384,34866
15500000,7385434,95,6.3,279,12/26/2006,8.960677,37725
5000000,3000000,94,4.8,9,6/24/1970,0.619657,40973
0,0,97,6,14,1/22/1982,0.870174,63460
0,0,90,4.7,18,9/10/2006,4.407038,13517
0,0,79,5.4,23,1/1/2006,10.488933,22105
14500000,22963701,128,6.7,96,5/25/2006,10.021547,2016
0,0,120,0,0,1/7/1968,0.424452,3024
0,0,86,6,4,1/1/2004,0.47589,47200
0,0,176,6.3,54,5/18/1997,4.315717,17266
3700000,3338228,98,6.4,116,11/3/2006,13.505066,9828
0,0,55,5.8,28,12/25/1967,2.70213,34038
0,0,97,4.7,3,1/21/2005,0.361798,71506
0,0,69,6.7,11,10/15/1936,0.717874,74581
5000000,3833507,95,6.8,53,10/6/2006,3.172765,9958
110000000,228738393,114,5.2,1754,2/16/2007,11.902354,1250
0,33231264,110,6.5,174,2/12/2007,6.885359,4169
10000000,31609243,100,6.6,19,2/14/2007,6.063809,16555
40000000,145896422,96,6.2,569,2/9/2007,7.196688,11172
30000000,77566815,101,6.3,1045,2/23/2007,8.140941,3594
10000000,20342161,84,5.6,72,2/23/2007,4.468247,10090
15000000,10903846,116,6.6,247,12/8/2006,7.050403,7874
0,0,96,5.8,27,10/21/2006,2.268351,14845
0,0,93,6.8,12,5/12/2005,1.262339,29965
0,0,102,5.6,9,12/26/2005,3.346751,13916
0,0,99,8.5,7,12/8/1978,0.004974,52920
0,0,132,5.1,4,1/1/1985,1.267756,48215
0,0,85,6.9,10,4/21/2006,0.95225,22485
0,0,108,7.8,32,11/18/2005,1.712815,13393
7000000,0,90,6.2,83,12/29/2006,19.651793,12271
0,0,129,4.6,20,3/2/1976,3.947614,40394
15000000,0,176,7.2,25,10/24/2005,2.529274,17919
994000,165000,89,6.2,61,3/3/2006,5.230003,13185
5000000,0,96,3.6,16,6/6/2006,2.255781,26655
0,0,93,6.6,10,11/19/1968,3.40004,42630
0,0,91,5.6,70,5/9/1987,3.68961,22172
0,0,86,7.1,7,9/9/1966,0.963536,42721
0,0,123,6.4,11,2/28/1962,1.306016,27523
0,0,77,5.2,12,2/1/1959,1.343551,28955
0,0,90,6.2,21,1/1/1970,2.030342,27313
12000000,80573774,121,7.4,2252,2/14/2007,13.535195,4638
2000000,0,104,6,2,10/12/1966,1.300278,68979
0,0,115,7.6,72,2/2/1978,7.261696,11841
0,0,68,6.8,25,7/12/1935,1.734803,28261
7,0,170,6.8,6,11/13/1974,0.0339,83980
0,0,110,7.4,7,3/20/1960,1.393818,94393
0,0,99,4.8,33,1/20/2006,3.277457,9695
0,0,100,7.6,125,9/24/2004,5.298931,24653
0,0,118,6,22,9/22/2006,1.717836,1993
0,0,106,6.3,14,10/17/2002,0.952055,28710
0,0,66,6.4,18,5/8/1943,1.494525,28438
0,0,102,7,5,3/23/2006,0.22433,97548
0,0,95,6.2,13,12/4/1971,3.459098,11945
0,0,105,6.9,43,2/25/1995,3.538001,12554
0,0,120,7.1,19,10/5/1998,2.548705,26598
0,0,111,6.1,36,7/1/1972,2.987674,5691
0,0,81,7.7,9,9/16/2004,0.796554,6443
70000000,76066841,96,5.9,880,4/24/2007,9.41746,1738
0,8974829,129,6.3,64,12/15/2006,4.217411,1253
0,0,90,6.5,2,1/1/2004,1.475074,38021
0,0,89,7.5,13,1/12/2007,1.369146,15325
0,202000,94,6.8,6,1/21/2006,0.541397,34389
0,0,117,7,95,9/16/2006,20.346477,15163
818418,4851244,152,7.3,112,9/30/2005,4.387586,14375
3000000,0,87,4.9,70,5/12/2005,4.619056,10845
13000000,8475466,100,6.1,26,4/17/1986,1.884204,31659
0,0,95,3.8,47,11/20/1987,4.604439,15582
0,0,88,6.8,16,9/19/1962,0.690606,42999
0,0,85,6.8,4,4/28/1998,1.280643,31015
65000000,84785914,157,7.3,2080,3/2/2007,19.083823,1949
0,0,108,7.1,65,8/22/2005,4.206897,11330
0,0,316,5,1,4/19/1972,0.000308,99259
0,0,89,6.4,57,2/22/1993,8.232154,10942
0,0,99,5.6,80,1/5/2007,6.176386,7006
275,0,14,7.7,57,1/1/1943,2.574317,27040
0,253625427,100,5.7,666,3/2/2007,11.356011,11199
2000000,30,90,4,4,2/25/2006,0.717595,41393
0,0,96,5.3,46,6/8/2006,3.874408,9784
0,0,75,5,4,9/25/2005,0.436348,25530
0,0,125,6.2,19,11/5/2004,1.535646,36610
0,0,96,5.8,11,2/10/1984,0.650914,50812
0,0,105,6.1,10,1/1/1980,1.422501,27864
0,0,70,5.4,166,2/25/2003,7.751536,8965
0,0,100,6.1,24,9/18/1940,1.499865,14710
0,0,114,6.8,78,10/20/2006,5.09336,14624
65000000,422610419,117,7,5092,12/9/2006,18.108408,1271
0,0,99,5.4,64,9/11/2006,4.784131,10790
0,0,120,6.5,37,6/4/1953,3.353767,18019
0,0,84,7,2,12/20/1936,0.360971,64142
0,0,94,10,1,7/21/1947,0.222832,61648
8,21,92,6.7,131,9/13/2006,5.140016,14055
0,27297451,94,5.9,116,2/9/2007,6.183051,2267
0,2036198,104,6.4,215,12/13/2006,6.18064,6691
11000000,88489643,119,6.7,546,7/27/2006,9.386916,1255
0,0,174,5.8,18,12/15/1963,1.099317,47249
0,0,117,4,5,9/7/2000,1.010085,49709
0,0,111,6.5,2,1/1/2006,0.860383,31040
0,31815,90,3.5,4,11/20/1991,0.781841,50185
0,0,133,3.8,9,11/9/1961,0.50835,25105
16500000,37311672,120,6.9,325,3/2/2007,7.829737,2977
0,2043704,96,5.8,65,1/23/2006,4.010441,15664
0,0,100,6.5,21,9/1/1961,1.829632,25062
12000000,20138836,122,6.8,50,9/2/2006,4.273271,16727
0,0,102,6.1,4,5/22/2004,0.769035,5413
0,0,100,5.8,13,7/10/1965,1.315014,46916
0,0,88,7.7,16,1/22/1928,4.030927,52679
11000000,13196245,90,5,56,3/16/2007,3.966066,14434
1200000,0,103,4.9,5,1/1/2006,0.753558,27919
0,0,119,6.5,16,4/14/1960,3.310593,47837
0,0,94,6.3,48,8/11/2006,2.891777,11494
0,0,93,5.6,9,10/8/2004,2.064359,19936
20000000,84146832,96,5.8,391,2/8/2007,10.163764,9963
20000000,22217407,89,6.2,533,3/16/2007,10.763622,14001
20000000,22222308,124,7.1,340,3/23/2007,10.027137,2355
0,0,104,5,16,3/23/2007,1.896372,16385
61000000,95696996,124,6.9,1495,3/22/2007,14.246918,7485
15000000,0,89,5.2,355,3/22/2007,5.559312,9793
34000000,95608995,90,6,349,3/23/2007,11.358363,1273
0,0,90,6.6,10,9/21/2005,1.502873,17388
0,0,123,5.7,25,7/20/2006,1.625032,4657
0,0,100,7.7,9,10/25/1970,0.62167,42595
25000000,0,112,4.3,17,7/17/2005,8.762777,19495
0,0,78,6.5,4,8/17/1951,0.439309,27263
0,0,106,6.2,27,2/15/2006,2.084571,10051
21000000,26193068,145,7.2,288,9/1/2006,7.440511,9075
0,0,121,7.4,17,12/1/2006,2.187385,20527
0,0,88,5.6,9,1/23/2006,1.211471,8199
0,0,95,7.3,13,3/19/1949,0.504985,37513
0,37598,78,8,23,8/13/1996,1.342194,43976
0,0,76,6.3,5,9/6/1998,0.552003,43974
3000,0,85,4.6,7,1/1/1988,0.012313,83346
0,0,100,4.5,4,1/15/2002,1.065015,30081
0,0,117,5.4,5,1/1/1959,1.134522,17677
0,0,110,7.2,29,3/15/2002,1.67028,56474
0,0,91,5.1,4,9/9/1941,0.424025,42066
10000000,0,111,5.7,21,3/5/2003,2.725099,11958
0,0,105,6.8,6,1/1/2007,0.319771,192675
0,0,100,6.4,10,5/13/2005,2.571665,5177
0,0,116,7.8,16,10/20/1988,1.489647,20122
0,0,120,6.3,10,8/29/1951,4.285717,33673
0,0,94,0,0,6/5/2002,0.012656,297853
0,0,94,5.2,54,7/5/2006,4.520783,18437
0,0,91,6.9,13,11/21/1957,1.309422,38432
16000000,5367030,99,6.6,209,3/9/2007,12.153493,8270
53000000,0,93,5.9,578,3/30/2007,5.956794,9955
0,0,78,5,1,10/1/2004,0.078565,16201
0,0,84,6.8,4,11/10/2005,0.264445,57241
0,0,92,5.1,152,4/4/2007,6.370205,10172
